Maumee Bay,Glasshopper,Ipa,7,Toledo,OH,0,0,0,0
Maumee Bay,Amarillo Brillo,Double Ipa,8.5,Toledo,OH,0,0,0,0
Maumee Bay,Total Eclipse,Stout,9.1,Toledo,OH,0,0,0,0
Maumee Bay,Double Shot Eclipse,Coffee Stout,9.1,Toledo,OH,0,0,0,0
MIA,Mega Mix,APA,6,Doral,FL,0,0,0,0
MIA,Neon,White IPA,7.5,Doral,FL,0,0,0,0
MIA,Miami Weiss,Hefeweizen,5.6,Doral,FL,0,0,0,0
MIA,Tourist Trappe,Tripple,10,Doral,FL,0,0,0,0
Millersburg,French Ridge,IPA,7.50%,Millersburg,OH,0,0,0,0
Millersburg,Panther Hollow,Vanilla Porter,6.25%,Millersburg,OH,0,0,0,0
Millersburg,Killbuck Creek,Kolsch,5.00%,Millersburg,OH,0,0,0,0
Millersburg,Valiant Vets,Cream Ale,6.00%,Millersburg,OH,0,0,0,0
Mt. Carmel Brewing,Imperial IPA,IMPERIAL IPA,8.70%,CINCINNATI,OH,0,0,0,0
Mt. Carmel Brewing,Coffee Brown Ale,BROWN ALE,6.00%,CINCINNATI,OH,0,0,0,0
Mt. Carmel Brewing,Amber Ale,AMERICAN AMBER,6.00%,CINCINNATI,OH,0,0,0,0
Municipal Brew Works,Approachable Blonde,Blond,5,Hamilton,OH,0,0,0,0
Municipal Brew Works,Our Two Cents,APA,6.8,Hamilton,OH,0,0,0,0
Municipal Brew Works,Free City Ale,Red Ale,6.3,Hamilton,OH,0,0,0,0
Municipal Brew Works,True West Coffee Porter,Coffee Porter,60,Hamilton,OH,0,0,0,0
New Belgium,Citradelic,Am. IPA,6,Fort Collins,CO,0,0,0,0
New Belgium,Voodoo Ranger,IPA,7,Fort Collins,CO,0,0,0,0
New Belgium,Voodoo 8 hop,APA,5.5,Fort Collins,CO,0,0,0,0
New Belgium,Fruit Fly,American Wild,5.7,Fort Collins,CO,0,0,0,0
New Holland,Poet,IPA,7,Holland,MI,0,0,0,0
New Holland,Hoptronix,APA,4.4,Holland,MI,0,0,0,0
Nine Giant,Gold Soundz,IPA,6.9,Cincinnati,OH,0,0,0,0
Nine Giant,Cash Rules Everything Aro,Dry Hopped Cream A,0,Cincinnati,OH,0,0,0,0
Nine Giant,Instant Crush,Saison,0,Cincinnati,OH,0,0,0,0
Nine Giant,Save Ferris,Cran. Orange Berline,0,Cincinnati,OH,0,0,0,0
NIP,Brown Out,Brown Ale,9.4,Dayton,OH,0,0,0,0
NIP,Beat your Wheat,Pale Wheat,5.2,Dayton,OH,0,0,0,0
North Coast,Old Rasputin,Russian Imperial Sto,9,Fort Bragg,CA,0,0,0,0
North Coast,Scrimshaw,German Pilsener,4.4,Fort Bragg,CA,0,0,0,0
North Coast,Pranqster,Belgian Strong Pale,7.6,Fort Bragg,CA,0,0,0,0
North High,Life,Am. Red,8,Columbus,OH,0,0,0,0
North High,Stardust to Stardust,DIPA,6,Columbus,OH,0,0,0,0
North High,Pale,Hefeweizen,4.7,Columbus,OH,0,0,0,0
North High,BA Porter,Milk/Sweet Stout,11,Columbus,OH,0,0,0,0
Old Firehouse,Brush Fire,Am. Red,8.5,Williamsburg,OH,0,0,0,0
Old Firehouse,Brandy BA Probie,BA Porter,8.2,Williamsburg,OH,0,0,0,0
Old Firehouse,Chief,Imp. Stout,9,Williamsburg,OH,0,0,0,0
Old Firehouse,Pin Up Girl,Am. Blond Ale,5,Williamsburg,OH,0,0,0,0
Brewery,Brand,Style,ABV,City,State,0,0,0,0
Ommegang,Valor Dohaeris,Trippel,9,Cooperstown,NY,0,0,0,0
Ommegang,Rosetta,Flanders Oud Bruin,5.6,Cooperstown,NY,0,0,0,0
Oskar Blues,Dales,APA,6.5,Longmont,CO,0,0,0,0
Oskar Blues,Coffee IPA,Am. IPA,6.43,Longmont,CO,0,0,0,0
Oskar Blues,Priscilla,Witbier,5.2,Longmont,CO,0,0,0,0
Paradise,All American IPA,Am. IPA,6.3,Cincinnati,OH,0,0,0,0
Paradise,Irish Stout,Irish Stout,0,Cincinnati,OH,0,0,0,0
Paradise,Kolsch,Kolsch,0,Cincinnati,OH,0,0,0,0
Paradise,Vanilla Porter,Vanilla Porter,0,Cincinnati,OH,0,0,0,0
Perrin,Poop your pants,Chocolate Bock,6,Comstock Park,MI,0,0,0,0
Perrin,No Problems,Session IPA,4.5,Comstock Park,MI,0,0,0,0
Perrin,98 Problems,IPA,6.8,Comstock Park,MI,0,0,0,0
Perrin,Black Ale,Black Ale,5.9,Comstock Park,MI,0,0,0,0
Platform Brewing Co.,New Cleveland Palesner,German Pilsner,5,Columbus,OH,0,0,0,0
Platform Brewing Co.,Speed Merchant,White IPA,6.6,Columbus,OH,0,0,0,0
Platform Brewing Co.,Gose,Gose,4.6,Columbus,OH,0,0,0,0
Platform Brewing Co.,Lawlessness,Am. Porter,5,Columbus,OH,0,0,0,0
Quaff Brothers,Rye Knucklehead,BA American Strong,10,Newport,Ky,0,0,0,0
Quaff Brothers,Brandy Melvin,Quad,11,Newport,Ky,0,0,0,0
Quaff Brothers,Brown Chicken Brown Cow,BA Brown Ale,9.5,Newport,KY,0,0,0,0
Revolution,A Little Crazy,Belgian Pale,6.8,Chicago,IL,0,0,0,0
Revolution,Local Hero,Am. IPA,6.5,Chicago,IL,0,0,0,0
Revolution,Fist City,APA,5.5,Chicago,IL,0,0,0,0
Revolution,Anit Hero,Am. IPA,6.5,Chicago,IL,0,0,0,0
Revolution,Deth's Tar,Russian Imp. Stout,11.4,Chicago,IL,0,0,0,0
Rhinegeist,Mosaic,APA,6,Cincinnati,OH,0,0,0,0
Rhinegeist,Bubbles,Cider,6.2,Cincinnati,OH,0,0,0,0
Rhinegeist,Bertha,Milk Stout,5.5,Cincinnati,OH,0,0,0,0
Rhinegeist,Truth,Am. IPA,7.2,Cincinnati,OH,0,0,0,0
Rivertown,Nice Melons,Watermelon Berliner,3.8,Cincinnati,OH,0,0,0,0
Rivertown,Tequilana,Cider,6,Cincinnati,OH,0,0,0,0
Rivertown,Roebling,Am. Porter,7.8,Cincinnati,OH,0,0,0,0
Rockbottom,513 Kolsch,Kolsch,4.8,Cincinnati,OH,0,0,0,0
Rockbottom,Crosley Field IPA,Am. IPA,6.4,Cincinnati,OH,0,0,0,0
Rockbottom,Naughty Scot,Scottish,7.3,Cincinnati,OH,0,0,0,0
Rockbottom,Goat Toppler,BA Bock,14.1,Cincinnati,OH,0,0,0,0
Rockbottom,3 Pepper Ale,Light Ale,4.8,Cincinnati,OH,0,0,0,0
Rockmill,Le Cheval,Farmhouse,5,Lancaster,OH,0,0,0,0
Rockmill,Le Boucher,Le Boucher,6.5,Lancaster,OH,0,0,0,0
Rogue,Sriracha,Chile Beer,5.7,Newport,OR,0,0,0,0
Rogue,Choctabulous,Milk / Sweet Stout,5.7,Newport,OR,0,0,0,0
ROGUE ALES,DEAD GUY,MAIBOCK,6.5,NEWPORT,OR,0,0,0,0
ROGUE ALES,HAZELNUT BROWN ALE,BROWN ALE,6.2,NEWPORT,OR,0,0,0,0
ROGUE ALES,6 HOP IPA,AMERICAN IPA,6.6,NEWPORT,OR,0,0,0,0
ROGUE ALES,CHOCOLATE STOUT,AMERICAN STOUT,5.8,NEWPORT,OR,0,0,0,0
Royal Docks,Her Majesty,Falanders Red,5,Canton,OH,0,0,0,0
Royal Docks,Prodigal Sun,IPA,7.2,Canton,OH,0,0,0,0
Royal Docks,Coffee Porter,Porter,7.2,Canton,OH,0,0,0,0
Royal Docks,Kölsch,Kölsch,5.2,Canton,OH,0,0,0,0
SAM ADAMS,REBEL JUICED,AM. IPA,6.2,JAMACIA PLAINS,MA,0,0,0,0
SAM ADAMS,REBEL IPA,AM. IPA,6.5,JAMACIA PLAINS,MA,0,0,0,0
SAM ADAMS,513 LAGER,AM. LAGER,5.5,JAMACIA PLAINS,MA,0,0,0,0
SAM ADAMS,HOPSCAPE,AM. PALE WHEAT A,5.5,JAMACIA PLAINS,MA,0,0,0,0
Seventh Son,American Strong Ale,Am. Strong Ale,7.7,Columbus,OH,0,0,0,0
Seventh Son,Syzygy,DIPA,10.9,Columbus,OH,0,0,0,0
SHINER,RUBY REDBIRD,FRUIT BEER,4,SHINER,TX,0,0,0,0
SHINER,BIRTHDAY BEER 108 - C,COFFEE ALE,6,SHINER,TX,0,0,0,0
SHINER,BLACK LAGER,SCHWARZBIER,4.9,SHINER,TX,0,0,0,0
